transaction_id,customer_id,id_tiempo,id_geografia,id_pago,id_envio,quantity,total_amount,shipping_cost,monto_total_con_envio
TXN_450142,CUST_14944,384,,1,1,2,83.99,19.8,103.78999999999999
TXN_279044,CUST_97680,385,,3,3,15,1019.17,16.96,1036.1299999999999
TXN_652448,CUST_56538,386,,3,3,4,459.9,22.45,482.34999999999997
TXN_650446,CUST_42494,387,,6,4,18,1161.68,24.32,1186.0
TXN_760532,CUST_41870,388,,1,1,2,235.38,16.52,251.9
TXN_801251,CUST_82038,389,,4,3,3,304.46,21.91,326.37
TXN_759502,CUST_37376,390,,4,2,4,811.16,14.23,825.39
TXN_135507,CUST_15036,391,,5,4,19,1564.15,18.15,1582.3000000000002
TXN_563413,CUST_18716,392,,4,3,4,483.15,15.06,498.21
TXN_483639,CUST_56149,393,,1,3,1,88.46,13.1,101.55999999999999
TXN_751736,CUST_25636,394,,4,1,4,952.62,5.77,958.39
TXN_881018,CUST_36316,395,,2,1,4,940.2,16.99,957.19
TXN_131236,CUST_86000,396,,1,2,2,175.72,5.76,181.48
TXN_169553,CUST_94924,397,,1,3,3,195.17,17.34,212.51
TXN_139710,CUST_54408,398,,3,3,3,132.7,6.09,138.79
TXN_700461,CUST_88686,399,,2,1,1,284.74,23.0,307.74
TXN_763297,CUST_17630,400,,5,3,11,137.19,18.66,155.85
TXN_644619,CUST_64034,401,,5,3,11,851.5,16.78,868.28
TXN_857016,CUST_16774,402,,2,3,2,320.32,19.05,339.37
TXN_915446,CUST_74708,403,,2,3,4,130.14,22.53,152.67
TXN_634369,CUST_94516,404,,2,3,1,271.34,21.98,293.32
TXN_523918,CUST_10475,405,,1,2,1,195.82,21.46,217.28
TXN_543838,CUST_78800,406,,4,1,2,69.17,16.81,85.98
TXN_656375,CUST_98887,407,,5,3,4,107.32,20.4,127.72
TXN_972518,CUST_52466,408,,3,2,1,68.75,7.91,76.66
TXN_864689,CUST_25331,409,,2,1,4,468.61,9.93,478.54
TXN_217913,CUST_39263,410,,4,3,1,257.74,23.85,281.59000000000003
TXN_597193,CUST_95448,411,,2,2,1,223.37,21.63,245.0
TXN_534329,CUST_46825,412,,3,2,2,504.89,8.53,513.42
TXN_104944,CUST_49072,413,,4,3,4,831.45,19.55,851.0
TXN_353196,CUST_22319,414,,2,1,2,503.79,18.2,521.99
TXN_985461,CUST_14681,415,,4,1,1,83.05,6.93,89.97999999999999
TXN_690758,CUST_84800,416,,2,4,10,135.13,18.12,153.25
TXN_562020,CUST_87566,417,,5,4,19,1509.17,9.29,1518.46
TXN_413947,CUST_94355,418,,1,3,3,361.52,10.25,371.77
TXN_573596,CUST_37319,419,,2,3,4,577.79,20.6,598.39
TXN_313320,CUST_76559,420,,5,4,1,22.94,15.87,38.81
TXN_524672,CUST_98384,421,,3,2,2,191.87,11.83,203.70000000000002
TXN_919866,CUST_56977,422,,6,3,14,111.26,7.58,118.84
TXN_263871,CUST_92940,423,,1,1,1,138.95,18.68,157.63
TXN_808404,CUST_89939,424,,5,4,19,1392.27,14.67,1406.94
TXN_386601,CUST_61461,425,,3,4,6,299.0,14.19,313.19
TXN_670280,CUST_30311,426,,1,1,4,679.55,21.03,700.5799999999999
TXN_587807,CUST_50794,427,,5,4,18,390.53,13.7,404.22999999999996
TXN_746863,CUST_59298,428,,3,4,18,183.01,6.46,189.47
TXN_581206,CUST_18078,429,,4,3,3,260.43,7.66,268.09000000000003
TXN_682512,CUST_27232,430,,2,3,19,1839.85,14.78,1854.6299999999999
TXN_260749,CUST_85123,431,,4,1,2,228.28,19.78,248.06
TXN_525952,CUST_36244,432,,2,1,1,61.33,20.21,81.53999999999999
TXN_516843,CUST_46279,433,,3,1,2,126.83,23.27,150.1
TXN_654423,CUST_49013,434,,4,2,4,834.55,5.37,839.92
TXN_937447,CUST_71085,435,,2,4,4,372.66,5.46,378.12
TXN_607698,CUST_19425,436,,5,3,1,35.12,22.34,57.459999999999994
TXN_492738,CUST_31788,437,,4,3,1,274.79,5.74,280.53000000000003
TXN_685600,CUST_71186,438,,4,1,2,149.6,7.41,157.01
TXN_113558,CUST_32712,439,,6,3,14,627.94,5.68,633.62
TXN_706765,CUST_72692,440,,4,1,3,767.43,18.3,785.7299999999999
TXN_672352,CUST_30654,441,,1,1,1,68.54,7.63,76.17
TXN_668191,CUST_50241,442,,1,3,4,272.83,18.8,291.63
TXN_469674,CUST_37522,443,,3,3,7,362.89,7.5,370.39
TXN_375833,CUST_81490,444,,4,2,1,274.57,22.07,296.64
TXN_124308,CUST_29162,445,,3,1,3,469.42,19.89,489.31
TXN_789261,CUST_73039,446,,5,4,14,921.74,13.43,935.17
TXN_901242,CUST_46854,447,,1,1,2,315.59,9.18,324.77
TXN_885344,CUST_90037,448,,2,1,1,31.32,19.12,50.44
TXN_176861,CUST_27330,449,,3,3,3,507.83,23.5,531.3299999999999
TXN_297996,CUST_67758,450,,5,4,8,645.93,16.67,662.5999999999999
TXN_567243,CUST_68664,451,,2,3,4,1033.0,6.14,1039.14
TXN_899693,CUST_11985,452,,2,1,1,239.12,9.65,248.77
TXN_571589,CUST_63176,453,,3,2,1,262.74,24.0,286.74
TXN_535886,CUST_73081,454,,1,1,2,537.31,9.82,547.13
TXN_679205,CUST_68776,455,,1,1,1,57.14,23.87,81.01
TXN_570111,CUST_95415,456,,4,1,2,510.45,16.83,527.28
TXN_216556,CUST_34878,457,,6,4,14,740.09,7.29,747.38
TXN_252291,CUST_76442,458,,1,1,2,460.58,24.16,484.74
TXN_849553,CUST_26518,459,,2,2,1,29.06,7.19,36.25
TXN_151439,CUST_16680,460,,3,2,1,141.07,8.14,149.20999999999998
TXN_920122,CUST_88418,461,,1,3,4,1070.66,6.51,1077.17
TXN_721956,CUST_16825,462,,2,3,4,500.68,10.19,510.87
TXN_601196,CUST_36608,463,,3,3,14,841.81,15.25,857.06
TXN_586310,CUST_86797,464,,1,3,3,351.8,11.43,363.23
TXN_722001,CUST_62067,465,,3,3,11,915.71,21.07,936.7800000000001
TXN_518723,CUST_86744,466,,6,4,6,95.2,12.19,107.39
TXN_469308,CUST_89367,467,,1,1,3,497.08,14.81,511.89
TXN_359708,CUST_51946,468,,3,3,2,551.65,9.92,561.5699999999999
TXN_855829,CUST_61089,469,,2,3,15,1052.83,20.46,1073.29
TXN_285998,CUST_61071,470,,6,4,11,503.85,16.64,520.49
TXN_900212,CUST_25861,471,,1,1,2,65.1,14.6,79.69999999999999
TXN_207960,CUST_48528,472,,3,3,1,122.95,23.54,146.49
TXN_937364,CUST_50547,473,,2,3,2,401.67,15.65,417.32
TXN_178696,CUST_26374,474,,1,1,4,1036.92,11.66,1048.5800000000002
TXN_370726,CUST_49050,475,,5,4,2,58.87,8.43,67.3
TXN_899000,CUST_37063,476,,2,1,2,174.07,17.76,191.82999999999998
TXN_560810,CUST_82163,477,,6,3,10,323.75,22.66,346.41
TXN_273776,CUST_34836,478,,1,2,4,831.81,9.93,841.7399999999999
TXN_629518,CUST_71765,479,,3,4,15,626.34,20.73,647.07
TXN_313155,CUST_71807,480,,2,2,3,653.82,12.98,666.8000000000001
TXN_575322,CUST_57128,481,,3,3,2,232.49,16.12,248.61
TXN_516590,CUST_13758,482,,3,2,4,1036.22,20.4,1056.6200000000001
TXN_881534,CUST_19445,483,,1,1,1,110.67,17.72,128.39
TXN_485274,CUST_56085,484,,2,1,1,164.61,13.8,178.41000000000003
TXN_275516,CUST_56110,485,,2,2,2,119.03,16.07,135.1
TXN_135296,CUST_28740,486,,4,3,4,563.48,23.19,586.6700000000001
TXN_246486,CUST_88283,487,,5,4,16,1209.22,18.98,1228.2
TXN_311098,CUST_65775,488,,1,3,4,913.96,17.59,931.5500000000001
TXN_349883,CUST_86901,489,,1,1,3,95.54,17.74,113.28
TXN_152377,CUST_51142,490,,3,1,3,813.32,14.35,827.6700000000001
TXN_516344,CUST_53392,491,,3,3,4,1136.54,11.87,1148.4099999999999
TXN_924619,CUST_32411,492,,6,3,10,468.55,9.13,477.68
TXN_825252,CUST_66448,493,,2,1,2,243.15,23.0,266.15
TXN_723509,CUST_32996,494,,1,1,3,248.21,21.21,269.42
TXN_978053,CUST_26937,495,,4,3,3,252.89,19.57,272.46
TXN_265238,CUST_52731,496,,4,3,1,228.54,20.03,248.57
TXN_815474,CUST_74824,497,,3,1,2,359.41,21.87,381.28000000000003
TXN_902195,CUST_38365,498,,5,4,4,388.52,9.22,397.74
TXN_644943,CUST_46726,499,,4,1,3,526.0,5.6,531.6
TXN_151122,CUST_51390,500,,2,4,4,56.47,21.46,77.93
TXN_128728,CUST_12214,501,,2,3,12,1031.23,16.68,1047.91
TXN_602217,CUST_99949,502,,2,2,4,1075.12,13.63,1088.75
TXN_941102,CUST_27022,503,,4,3,4,698.64,21.98,720.62
TXN_263467,CUST_23231,504,,1,1,2,199.76,24.06,223.82
TXN_478448,CUST_50648,505,,2,1,3,490.93,9.96,500.89
TXN_826961,CUST_25857,506,,3,1,3,742.75,5.59,748.34
TXN_132653,CUST_39589,507,,4,1,4,474.63,12.65,487.28
TXN_238071,CUST_60468,508,,3,3,19,786.75,14.89,801.64
TXN_163592,CUST_14462,509,,6,4,3,117.69,8.46,126.15
TXN_670159,CUST_77784,510,,4,2,2,232.71,24.7,257.41
TXN_143788,CUST_90740,511,,1,1,1,152.89,12.73,165.61999999999998
TXN_271508,CUST_66860,512,,6,3,7,328.07,9.1,337.17
TXN_115108,CUST_73958,513,,4,1,2,509.96,12.93,522.89
TXN_136893,CUST_35473,514,,1,3,2,171.74,19.21,190.95000000000002
TXN_319812,CUST_28589,515,,2,1,3,388.55,16.25,404.8
TXN_229602,CUST_11422,516,,2,3,2,576.8,13.95,590.75
TXN_131819,CUST_55376,517,,4,1,3,84.89,22.39,107.28
TXN_880882,CUST_14177,518,,4,3,4,748.14,8.35,756.49
TXN_149746,CUST_25564,519,,5,3,2,28.56,11.34,39.9
TXN_155908,CUST_34541,520,,2,3,18,1067.88,20.54,1088.42
TXN_137551,CUST_96658,521,,2,3,1,181.64,11.62,193.26
TXN_264192,CUST_58396,522,,2,1,2,513.53,21.33,534.86
TXN_712342,CUST_76397,523,,1,1,3,736.96,15.46,752.4200000000001
TXN_171556,CUST_38357,524,,6,4,2,175.69,14.63,190.32
TXN_112754,CUST_49356,525,,6,3,10,532.77,9.42,542.1899999999999
TXN_658833,CUST_79566,526,,2,4,1,21.54,8.68,30.22
TXN_816316,CUST_24593,527,,3,3,1,292.9,7.85,300.75
TXN_583351,CUST_56320,528,,2,2,2,330.81,6.27,337.08
TXN_801456,CUST_78614,529,,4,1,3,567.56,11.05,578.6099999999999
TXN_413571,CUST_33620,530,,1,2,1,237.62,21.15,258.77
TXN_575504,CUST_91021,531,,6,4,17,118.15,17.14,135.29000000000002
TXN_547102,CUST_51755,532,,2,3,17,1647.8,19.55,1667.35
TXN_331363,CUST_57527,533,,4,1,1,113.1,7.0,120.1
TXN_435027,CUST_22511,534,,3,2,4,976.03,7.0,983.03
TXN_803325,CUST_45367,535,,2,3,10,496.9,8.17,505.07
TXN_567827,CUST_30991,536,,3,3,1,299.06,21.06,320.12
TXN_541966,CUST_29846,537,,4,1,3,220.7,18.71,239.41
TXN_543117,CUST_81815,538,,3,2,1,106.07,21.97,128.04
TXN_198377,CUST_21718,539,,1,3,4,639.47,21.2,660.6700000000001
TXN_821498,CUST_98378,540,,5,4,8,46.68,9.84,56.519999999999996
TXN_300900,CUST_40405,541,,4,3,1,235.77,19.44,255.21
TXN_270538,CUST_92007,542,,4,3,1,27.97,18.62,46.59
TXN_939079,CUST_83578,543,,4,3,3,175.13,8.3,183.43
TXN_223481,CUST_72085,544,,4,1,3,463.26,12.4,475.65999999999997
TXN_642899,CUST_42611,545,,5,4,4,22.4,23.46,45.86
TXN_100805,CUST_70451,546,,3,3,2,434.58,23.21,457.78999999999996
TXN_780273,CUST_65398,547,,5,4,7,486.72,15.23,501.95000000000005
TXN_636051,CUST_53980,548,,1,3,2,245.88,22.06,267.94
TXN_145058,CUST_87129,549,,2,1,1,84.19,14.7,98.89
TXN_471333,CUST_77546,550,,4,1,2,554.81,10.48,565.29
TXN_248922,CUST_84821,551,,1,3,3,141.64,17.6,159.23999999999998
TXN_188600,CUST_74367,552,,3,3,3,372.36,19.91,392.27000000000004
TXN_482160,CUST_37773,553,,4,2,3,555.29,8.47,563.76
TXN_742094,CUST_78376,554,,5,3,13,280.33,14.59,294.91999999999996
TXN_558066,CUST_92005,555,,1,3,2,305.01,21.88,326.89
TXN_233998,CUST_91215,556,,1,3,4,757.49,6.17,763.66
TXN_545098,CUST_37485,557,,2,3,3,418.68,10.26,428.94
TXN_472888,CUST_72117,558,,1,3,2,79.58,12.12,91.7
TXN_445190,CUST_63116,559,,2,2,1,199.17,16.59,215.76
TXN_131425,CUST_17736,560,,2,2,2,355.45,18.75,374.2
TXN_933768,CUST_10754,561,,4,1,4,606.91,9.18,616.0899999999999
TXN_560017,CUST_24741,562,,3,3,2,303.65,13.29,316.94
TXN_602759,CUST_13555,563,,3,2,4,1144.65,15.53,1160.18
TXN_149750,CUST_48432,564,,3,1,1,262.32,12.6,274.92
TXN_184598,CUST_93261,565,,2,3,3,197.43,17.01,214.44
TXN_860179,CUST_15287,566,,3,1,4,375.68,23.48,399.16
TXN_406960,CUST_61265,567,,1,2,2,175.53,18.91,194.44
TXN_274911,CUST_54430,568,,3,1,1,167.3,15.92,183.22
TXN_295753,CUST_58635,569,,2,3,4,1017.48,19.33,1036.81
TXN_909654,CUST_61598,570,,4,3,3,263.82,9.06,272.88
TXN_647100,CUST_61345,571,,2,2,3,896.08,22.8,918.88
TXN_535720,CUST_24850,572,,2,1,2,175.67,9.2,184.86999999999998
TXN_247538,CUST_96370,573,,4,2,3,667.3,22.24,689.54
TXN_323141,CUST_15515,574,,1,3,1,253.54,19.36,272.9
TXN_361835,CUST_68329,575,,1,3,2,372.77,24.82,397.59
TXN_415492,CUST_50865,576,,2,1,4,387.42,5.6,393.02000000000004
TXN_376685,CUST_42814,577,,4,1,3,201.98,16.6,218.57999999999998
TXN_999998,CUST_60765,578,,3,1,1,117.87,23.94,141.81
TXN_240700,CUST_42880,579,,5,3,4,138.46,5.01,143.47
TXN_769883,CUST_85886,580,,2,1,4,1131.25,16.9,1148.15
TXN_634416,CUST_75019,581,,2,3,3,206.59,24.75,231.34
TXN_197563,CUST_48026,582,,3,2,4,755.63,17.45,773.08
TXN_857175,CUST_76655,583,,2,1,2,201.86,14.02,215.88000000000002
TXN_261190,CUST_98351,584,,5,4,18,825.4,20.83,846.23
TXN_970542,CUST_92409,585,,3,3,3,184.8,16.46,201.26000000000002
TXN_878361,CUST_73001,586,,2,1,1,187.59,6.17,193.76
TXN_806473,CUST_25467,587,,1,3,3,96.36,18.59,114.95
TXN_579261,CUST_10627,588,,6,4,7,267.69,22.75,290.44
TXN_977429,CUST_72137,589,,6,4,15,176.29,9.31,185.6
TXN_387131,CUST_34982,590,,2,2,1,51.13,21.65,72.78
TXN_155101,CUST_45887,591,,4,3,2,324.21,14.88,339.09
TXN_746473,CUST_65790,592,,3,3,4,905.98,11.97,917.95
TXN_185267,CUST_18609,593,,4,3,4,945.17,11.7,956.87
TXN_419010,CUST_43082,594,,6,4,1,42.16,13.4,55.559999999999995
TXN_133498,CUST_55582,595,,4,2,2,475.31,14.59,489.9
TXN_944684,CUST_12959,596,,1,2,4,636.19,7.87,644.0600000000001
TXN_961315,CUST_61126,597,,4,3,2,587.44,18.17,605.61
TXN_439905,CUST_49854,598,,2,3,15,707.4,11.88,719.28
TXN_978613,CUST_80678,599,,5,3,12,691.9,8.99,700.89
TXN_495803,CUST_84648,600,,4,1,3,776.55,24.31,800.8599999999999
TXN_746840,CUST_14747,601,,4,3,3,80.97,8.83,89.8
TXN_396891,CUST_70384,602,,1,2,3,681.25,14.83,696.08
TXN_714842,CUST_24800,603,,1,3,2,87.58,11.06,98.64
TXN_211850,CUST_90715,604,,2,4,18,1509.56,9.8,1519.36
TXN_562048,CUST_76607,605,,3,3,6,427.11,17.92,445.03000000000003
TXN_827106,CUST_36903,606,,5,4,10,998.64,22.36,1021.0
TXN_430061,CUST_40701,607,,6,4,8,149.3,24.96,174.26000000000002
TXN_959358,CUST_36197,608,,3,2,1,201.97,13.95,215.92
TXN_253155,CUST_34041,609,,5,4,5,72.31,5.97,78.28
TXN_941115,CUST_70428,610,,3,2,3,819.29,13.67,832.9599999999999
TXN_240103,CUST_17716,611,,2,1,1,56.88,24.52,81.4
TXN_180224,CUST_76694,612,,3,1,4,174.52,20.66,195.18
TXN_678554,CUST_81591,613,,6,4,4,233.87,20.38,254.25
TXN_889595,CUST_44955,614,,3,2,3,541.72,13.94,555.6600000000001
TXN_931262,CUST_26980,615,,2,2,1,265.11,5.45,270.56
TXN_347681,CUST_23127,616,,2,1,1,43.78,14.15,57.93
TXN_840371,CUST_51292,617,,3,3,3,185.02,8.73,193.75
TXN_241399,CUST_20584,618,,3,4,1,77.64,10.57,88.21000000000001
TXN_744101,CUST_55604,619,,2,3,2,96.14,21.59,117.73
TXN_525621,CUST_46686,620,,2,2,2,379.75,8.59,388.34
TXN_817405,CUST_31261,621,,1,1,3,784.97,5.4,790.37
TXN_971209,CUST_63597,622,,2,1,1,287.24,24.04,311.28000000000003
TXN_783964,CUST_93424,623,,1,1,3,821.72,17.6,839.32
TXN_372314,CUST_70950,624,,3,3,3,123.14,23.78,146.92000000000002
TXN_537170,CUST_14995,625,,1,1,3,601.85,20.28,622.13
TXN_284500,CUST_39038,626,,2,2,2,212.7,24.23,236.92999999999998
TXN_574988,CUST_50515,627,,3,1,3,540.68,15.79,556.4699999999999
TXN_673652,CUST_89415,628,,2,3,4,790.1,14.27,804.37
TXN_510476,CUST_43161,629,,4,1,1,109.44,14.0,123.44
TXN_531889,CUST_72153,630,,2,1,1,286.58,18.61,305.19
TXN_492869,CUST_34597,631,,2,1,2,340.09,5.83,345.91999999999996
TXN_546385,CUST_77364,632,,4,3,1,68.49,10.64,79.13
TXN_801502,CUST_45097,633,,2,3,3,333.01,19.76,352.77
TXN_170147,CUST_94258,634,,3,3,1,121.66,15.15,136.81
TXN_247579,CUST_36478,635,,3,3,1,158.31,5.2,163.51
TXN_918317,CUST_11244,636,,1,3,3,771.39,22.42,793.81
TXN_875805,CUST_51942,637,,3,4,15,1162.13,20.28,1182.41
TXN_219616,CUST_65071,638,,1,3,2,78.09,16.56,94.65
TXN_159941,CUST_59728,639,,2,3,3,168.96,7.47,176.43
TXN_774963,CUST_34106,640,,3,1,1,248.23,23.21,271.44
TXN_586592,CUST_71485,641,,3,4,18,376.53,11.09,387.61999999999995
TXN_904366,CUST_84596,642,,1,2,4,400.92,10.26,411.18
TXN_853660,CUST_63147,643,,2,1,3,660.19,6.37,666.5600000000001
TXN_641329,CUST_70839,644,,1,2,1,189.03,20.45,209.48
TXN_417275,CUST_63803,645,,2,4,7,691.14,10.67,701.81
TXN_196257,CUST_80817,646,,4,2,2,590.56,20.25,610.81
TXN_353654,CUST_44084,647,,2,3,3,75.04,8.26,83.30000000000001
TXN_198730,CUST_86377,648,,4,3,3,791.27,22.61,813.88
TXN_868211,CUST_45531,649,,4,2,2,218.68,9.54,228.22
TXN_633536,CUST_17133,650,,3,3,18,1596.0,11.14,1607.14
TXN_199826,CUST_37730,651,,3,1,1,235.07,11.7,246.76999999999998
TXN_714607,CUST_72254,652,,3,3,2,201.05,14.79,215.84
TXN_739836,CUST_96393,653,,1,1,4,165.71,17.48,183.19
TXN_215284,CUST_22083,654,,1,3,2,50.69,7.66,58.349999999999994
TXN_790051,CUST_23163,655,,2,2,4,132.21,6.0,138.21
TXN_944284,CUST_16984,656,,3,1,2,545.16,11.66,556.8199999999999
TXN_591701,CUST_47528,657,,1,1,3,159.69,6.36,166.05
TXN_517658,CUST_73764,658,,3,3,2,90.93,22.98,113.91000000000001
TXN_569384,CUST_70947,659,,3,3,3,117.22,5.12,122.34
TXN_383618,CUST_44424,660,,2,3,2,312.85,6.22,319.07000000000005
TXN_798554,CUST_73879,661,,1,2,3,395.35,11.78,407.13
TXN_181999,CUST_67983,662,,1,3,3,294.72,18.85,313.57000000000005
TXN_373660,CUST_13998,663,,2,4,9,167.17,10.04,177.20999999999998
TXN_481024,CUST_91949,664,,2,1,1,215.06,9.97,225.03
TXN_186868,CUST_97824,665,,1,1,2,66.2,20.19,86.39
TXN_106831,CUST_28745,666,,4,3,1,31.24,13.61,44.849999999999994
TXN_517179,CUST_43957,667,,6,3,15,1178.09,19.11,1197.1999999999998
TXN_155016,CUST_56101,668,,6,4,8,406.5,18.91,425.41
TXN_664734,CUST_24720,669,,2,2,2,104.19,22.6,126.78999999999999
TXN_376026,CUST_64848,670,,2,4,17,1168.99,14.78,1183.77
TXN_112151,CUST_34844,671,,3,1,3,399.86,14.69,414.55
TXN_573761,CUST_99635,672,,6,4,13,603.92,6.21,610.13
TXN_738043,CUST_85487,673,,1,1,4,350.81,20.4,371.21
TXN_856723,CUST_85497,674,,4,1,3,127.33,23.21,150.54
TXN_118502,CUST_12368,675,,1,1,3,420.47,11.1,431.57000000000005
TXN_567631,CUST_80424,676,,1,2,4,534.63,23.16,557.79
TXN_150246,CUST_38122,677,,2,3,3,290.48,8.74,299.22
TXN_860809,CUST_52086,678,,1,3,3,477.4,8.16,485.56
TXN_441662,CUST_11529,679,,2,2,3,133.45,23.6,157.04999999999998
TXN_348953,CUST_35908,680,,4,1,2,50.15,20.3,70.45
TXN_471061,CUST_79130,681,,3,2,4,671.25,11.66,682.91
TXN_545375,CUST_11613,682,,1,2,2,194.63,18.83,213.45999999999998
TXN_699498,CUST_56451,683,,1,1,4,379.75,13.18,392.93
TXN_867530,CUST_81433,684,,5,4,1,29.75,20.67,50.42
TXN_369695,CUST_31815,685,,2,3,1,276.25,15.07,291.32
TXN_664792,CUST_89914,686,,1,1,2,145.48,20.58,166.06
TXN_733751,CUST_53514,687,,2,2,3,627.42,5.25,632.67
TXN_155655,CUST_64682,688,,2,2,1,99.88,15.98,115.86
TXN_720042,CUST_19020,689,,3,3,4,1118.06,16.99,1135.05
TXN_823371,CUST_91181,690,,1,1,1,282.25,8.14,290.39
TXN_724778,CUST_14227,691,,3,1,1,141.49,7.78,149.27
TXN_936914,CUST_16879,692,,1,2,2,64.15,6.63,70.78
TXN_676375,CUST_38489,693,,5,3,12,396.48,11.62,408.1
TXN_938271,CUST_90984,694,,3,3,4,1182.02,20.14,1202.16
TXN_250285,CUST_83901,695,,1,3,4,562.4,12.51,574.91
TXN_873949,CUST_12326,696,,5,4,9,446.79,10.05,456.84000000000003
TXN_849996,CUST_58131,697,,1,3,1,219.93,10.03,229.96
TXN_761996,CUST_65566,698,,2,1,4,851.62,9.42,861.04
TXN_143188,CUST_14566,699,,4,1,3,88.93,16.26,105.19000000000001
TXN_915639,CUST_57193,700,,3,1,3,110.35,20.53,130.88
TXN_316501,CUST_72183,701,,4,1,2,447.1,22.19,469.29
TXN_744088,CUST_50553,702,,4,2,2,551.47,20.92,572.39
TXN_242579,CUST_38536,703,,5,3,11,74.37,13.18,87.55000000000001
TXN_686238,CUST_81848,704,,1,3,4,154.4,15.86,170.26
TXN_559068,CUST_91100,705,,6,3,11,231.02,19.29,250.31
TXN_222229,CUST_54012,706,,2,3,13,460.99,23.19,484.18
TXN_897869,CUST_38837,707,,3,3,2,521.77,12.08,533.85
TXN_335969,CUST_59988,708,,4,3,3,866.2,24.24,890.44
TXN_265799,CUST_60867,709,,3,3,19,1495.22,11.11,1506.33
TXN_735881,CUST_43557,710,,3,2,3,628.79,23.41,652.1999999999999
TXN_186167,CUST_66573,711,,4,2,3,168.87,10.72,179.59
TXN_468406,CUST_52673,712,,3,2,3,704.16,6.32,710.48
TXN_698692,CUST_97614,713,,3,1,1,213.75,15.81,229.56
TXN_988000,CUST_35693,714,,4,3,4,268.89,20.5,289.39
TXN_104907,CUST_43132,715,,4,1,4,564.55,20.65,585.1999999999999
TXN_125117,CUST_99158,716,,1,1,1,28.53,18.84,47.370000000000005
TXN_696294,CUST_28923,717,,2,1,4,295.93,14.72,310.65000000000003
TXN_236314,CUST_51691,718,,1,3,2,233.21,23.91,257.12
TXN_637439,CUST_26668,719,,1,3,3,115.18,19.89,135.07
TXN_867330,CUST_22985,720,,4,3,1,27.58,13.07,40.65
TXN_478539,CUST_38915,721,,3,3,1,87.46,13.74,101.19999999999999
TXN_428325,CUST_45007,722,,5,4,7,659.31,12.75,672.06
TXN_628746,CUST_94337,723,,3,4,1,12.53,14.17,26.7
TXN_993136,CUST_49403,724,,2,3,1,115.44,5.04,120.48
TXN_649661,CUST_84631,725,,2,2,4,755.64,13.43,769.0699999999999
TXN_888493,CUST_34451,726,,2,2,1,58.64,13.2,71.84
TXN_793146,CUST_35463,727,,4,3,3,169.22,18.14,187.36
TXN_529479,CUST_97717,728,,2,3,3,869.52,16.81,886.3299999999999
TXN_645446,CUST_22239,729,,5,4,11,532.73,9.01,541.74
TXN_629144,CUST_53261,730,,4,1,4,841.15,22.56,863.7099999999999
TXN_924379,CUST_44783,731,,2,4,12,236.68,6.09,242.77
TXN_767037,CUST_58606,732,,2,3,1,264.23,13.08,277.31
TXN_288624,CUST_73539,733,,2,3,4,793.03,6.85,799.88
TXN_899243,CUST_72941,734,,1,2,2,481.28,13.95,495.22999999999996
TXN_741175,CUST_68084,735,,2,3,2,286.4,16.06,302.46
TXN_739618,CUST_98983,736,,5,3,10,330.36,9.21,339.57
TXN_988779,CUST_84819,737,,2,1,1,97.77,21.5,119.27
TXN_415573,CUST_60359,738,,4,3,3,335.08,5.96,341.03999999999996
TXN_633188,CUST_25855,739,,4,1,3,117.31,20.51,137.82
TXN_817470,CUST_34531,740,,3,3,8,449.22,11.23,460.45000000000005
TXN_361374,CUST_86039,741,,1,3,1,204.55,20.23,224.78
TXN_821625,CUST_97145,742,,3,2,2,55.3,5.68,60.98
TXN_769558,CUST_76159,743,,3,3,18,809.44,12.69,822.1300000000001
TXN_300442,CUST_32370,744,,3,2,3,479.42,18.15,497.57
TXN_896884,CUST_51546,745,,3,3,2,336.99,9.12,346.11
TXN_418803,CUST_59764,746,,5,4,18,521.2,16.47,537.6700000000001
TXN_605347,CUST_34146,747,,3,1,4,719.02,21.24,740.26
TXN_927728,CUST_21584,748,,1,2,4,1102.15,19.73,1121.88
TXN_277785,CUST_31329,749,,4,2,2,96.2,7.22,103.42
TXN_878027,CUST_99942,750,,4,3,2,197.3,5.83,203.13000000000002
TXN_366309,CUST_67886,751,,4,3,3,887.11,9.19,896.3000000000001
TXN_650367,CUST_74119,752,,4,1,1,136.71,6.05,142.76000000000002
TXN_566834,CUST_30569,753,,1,2,1,283.65,17.3,300.95
TXN_530732,CUST_57461,754,,2,1,4,385.76,19.37,405.13
TXN_506943,CUST_74416,755,,2,1,4,294.17,11.37,305.54
TXN_756501,CUST_60213,756,,2,1,1,196.57,21.01,217.57999999999998
TXN_518412,CUST_79175,757,,2,3,2,273.4,15.23,288.63
TXN_256318,CUST_66134,758,,2,2,3,330.24,23.66,353.90000000000003
TXN_276380,CUST_92803,759,,3,2,1,188.11,24.98,213.09
TXN_864518,CUST_66832,760,,1,2,2,117.01,20.78,137.79000000000002
TXN_779630,CUST_16328,761,,6,4,15,158.94,16.64,175.57999999999998
TXN_122197,CUST_55313,762,,4,1,1,249.78,24.35,274.13
TXN_587538,CUST_39248,763,,3,3,2,252.28,23.99,276.27
TXN_337495,CUST_34303,764,,2,2,3,739.35,17.43,756.78
TXN_352970,CUST_41812,765,,2,3,10,699.45,6.16,705.61
TXN_101614,CUST_64382,766,,5,4,15,820.3,19.85,840.15
TXN_682606,CUST_96088,767,,2,1,1,68.67,8.47,77.14
